,precision,recall,f1-score,support
678,0.0,0.0,0.0,1.0
679,0.0,0.0,0.0,2.0
680,0.0,0.0,0.0,1.0
681,1.0,1.0,1.0,1.0
682,0.0,0.0,0.0,1.0
683,1.0,1.0,1.0,2.0
684,1.0,1.0,1.0,1.0
685,0.0,0.0,0.0,1.0
686,0.0,0.0,0.0,1.0
687,0.0,0.0,0.0,1.0
688,0.0,0.0,0.0,1.0
689,0.0,0.0,0.0,1.0
690,0.0,0.0,0.0,1.0
691,0.92,1.0,0.9583333333333334,46.0
692,0.0,0.0,0.0,1.0
693,0.0,0.0,0.0,1.0
694,0.9166666666666666,0.8461538461538461,0.88,13.0
695,1.0,1.0,1.0,1.0
696,1.0,1.0,1.0,2.0
697,0.7407407407407407,0.8333333333333334,0.7843137254901961,24.0
698,1.0,1.0,1.0,2.0
699,1.0,1.0,1.0,1.0
700,0.0,0.0,0.0,1.0
701,1.0,1.0,1.0,1.0
702,1.0,1.0,1.0,2.0
703,1.0,1.0,1.0,1.0
704,0.5,0.8,0.6153846153846154,10.0
705,1.0,0.5,0.6666666666666666,2.0
706,0.0,0.0,0.0,2.0
707,0.8,1.0,0.8888888888888888,4.0
708,0.8095238095238095,0.85,0.8292682926829268,20.0
709,1.0,1.0,1.0,3.0
